_init_proc                                   .init       0000000000402848 00000080 00000010 00000000 R . . . . . .
sqlite3PagerClearCache                       .text       000000000045D428 0000004C 00000008 00000004 R . . . . . .
sqlite3PagerCheckpoint                       .text       000000000045D474 000000D8 00000030 00000014 R . . . . . .
sqlite3PagerWalCallback                      .text       000000000045D54C 00000040 00000008 00000004 R . . . . . .
sqlite3PagerWalSupported                     .text       000000000045D58C 00000098 0000000C 00000004 R . . . . . .
pagerExclusiveLock                           .text       000000000045D624 00000060 0000000C 00000004 R . . . . . .
pagerOpenWal                                 .text       000000000045D684 000000C0 00000028 00000004 R . . . . . .
sqlite3PagerOpenWal                          .text       000000000045D744 000000D0 0000000C 00000008 R . . . . . .
sqlite3PagerCloseWal                         .text       000000000045D814 000001D8 00000030 00000000 R . . . . . .
walIndexPageRealloc                          .text       000000000045D9EC 00000248 00000030 0000000C R . . . . . .
walIndexPage                                 .text       000000000045DC34 0000009C 00000008 0000000C R . . . . . .
walCkptInfo                                  .text       000000000045DCD0 00000034 00000004 00000004 R . . . . . .
walIndexHdr                                  .text       000000000045DD04 00000030 00000004 00000004 R . . . . . .
walChecksumBytes                             .text       000000000045DD34 000001F8 00000018 00000014 R . . . . . .
walShmBarrier                                .text       000000000045DF2C 00000058 00000008 00000004 R . . . . . .
walIndexWriteHdr                             .text       000000000045DF84 0000010C 00000020 00000004 R . . . . . .
walEncodeFrame                               .text       000000000045E090 000001C4 00000020 00000014 R . . . . . .
walDecodeFrame                               .text       000000000045E254 000001E0 00000030 00000014 R . . . . . .
walLockShared                                .text       000000000045E434 00000074 0000000C 00000008 R . . . . . .
walUnlockShared                              .text       000000000045E4A8 0000006C 00000008 00000008 R . . . . . .
walLockExclusive                             .text       000000000045E514 00000078 0000000C 0000000C R . . . . . .
walUnlockExclusive                           .text       000000000045E58C 00000070 00000008 0000000C R . . . . . .
walHash                                      .text       000000000045E5FC 00000044 00000004 00000004 R . . . . . .
walNextHash                                  .text       000000000045E640 00000030 00000004 00000004 R . . . . . .
walHashGet                                   .text       000000000045E670 000000D4 0000000C 0000000C R . . . . . .
walFramePage                                 .text       000000000045E744 00000038 0000000C 00000004 R . . . . . .
walFramePgno                                 .text       000000000045E77C 000000A4 0000000C 00000008 R . . . . . .
walCleanupHash                               .text       000000000045E820 00000198 00000038 00000000 R . . . . . .
walIndexAppend                               .text       000000000045E9B8 000001FC 00000040 0000000C R . . . . . .
walIndexRecover                              .text       000000000045EBB4 000007DC 000000B8 00000000 R . . . . . .
walIndexClose                                .text       000000000045F390 000000F0 0000000C 00000008 R . . . . . .
sqlite3WalOpen                               .text       000000000045F480 00000264 00000040 0000001C R . . . . . .
sqlite3WalLimit                              .text       000000000045F6E4 00000050 00000004 00000010 R . . . . . .
walIteratorNext                              .text       000000000045F734 000001A4 0000001C 0000000C R . . . . . .
walMerge                                     .text       000000000045F8D8 00000228 00000030 00000018 R . . . . T .
walMergesort                                 .text       000000000045FB00 00000258 000000B0 00000000 R . . . . . .
walIteratorFree                              .text       000000000045FD58 0000003C 00000008 00000004 R . . . . . .
walIteratorInit                              .text       000000000045FD94 000003D4 00000060 00000008 R . . . . . .
walBusyLock                                  .text       0000000000460168 0000008C 0000000C 00000014 R . . . . . .
walPagesize                                  .text       00000000004601F4 00000044 00000004 00000004 R . . . . . .
walRestartHdr                                .text       0000000000460238 0000013C 00000020 00000008 R . . . . . .
walCheckpoint                                .text       0000000000460374 00000874 000000C8 0000001C R . . . . . .
walLimitSize                                 .text       0000000000460BE8 00000148 00000030 00000010 R . . . . . .
sqlite3WalClose                              .text       0000000000460D30 00000250 00000048 00000014 R . . . . . .
walIndexTryHdr                               .text       0000000000460F80 00000224 00000090 00000000 R . . . . . .
walIndexReadHdr                              .text       00000000004611A4 000002E0 00000028 00000000 R . . . . . .
walBeginShmUnreliable                        .text       0000000000461484 000005D4 000000B0 00000000 R . . . . . .
walTryBeginRead                              .text       0000000000461A58 000005C0 00000030 00000010 R . . . . . .
sqlite3WalBeginReadTransaction               .text       0000000000462018 00000070 00000010 00000008 R . . . . . .
sqlite3WalEndReadTransaction                 .text       0000000000462088 00000074 00000008 00000004 R . . . . . .
sqlite3WalFindFrame                          .text       00000000004620FC 0000028C 00000048 00000008 R . . . . . .
sqlite3WalReadFrame                          .text       0000000000462388 0000010C 00000028 00000010 R . . . . . .
sqlite3WalDbsize                             .text       0000000000462494 00000054 00000004 00000004 R . . . . . .
sqlite3WalBeginWriteTransaction              .text       00000000004624E8 00000108 00000020 00000004 R . . . . . .
sqlite3WalEndWriteTransaction                .text       00000000004625F0 0000006C 00000008 00000004 R . . . . . .
sqlite3WalUndo                               .text       000000000046265C 00000144 00000028 0000000C R . . . . . .
sqlite3WalSavepoint                          .text       00000000004627A0 00000078 00000004 00000008 R . . . . . .
sqlite3WalSavepointUndo                      .text       0000000000462818 000000C8 0000000C 00000008 R . . . . . .
walRestartLog                                .text       00000000004628E0 0000019C 00000030 00000000 R . . . . . .
walWriteToLog                                .text       0000000000462A7C 00000210 00000028 00000018 R . . . . . .
walWriteOneFrame                             .text       0000000000462C8C 00000150 00000048 00000018 R . . . . . .
walRewriteChecksums                          .text       0000000000462DDC 0000038C 00000088 00000008 R . . . . . .
sqlite3WalFrames                             .text       0000000000463168 00000CE8 00000128 00000018 R . . . . . .
sqlite3WalCheckpoint                         .text       0000000000463E50 00000374 00000058 00000028 R . . . . . .
sqlite3WalCallback                           .text       00000000004641C4 0000004C 0000000C 00000004 R . . . . . .
sqlite3WalExclusiveMode                      .text       0000000000464210 00000108 0000000C 00000008 R . . . . . .
sqlite3WalHeapMemory                         .text       0000000000464318 00000054 00000004 00000004 R . . . . . .
sqlite3WalFile                               .text       000000000046436C 0000002C 00000004 00000004 R . . . . . .
lockBtreeMutex                               .text       0000000000464398 00000068 00000008 00000004 R . . . . . .
unlockBtreeMutex                             .text       0000000000464400 00000058 0000000C 00000004 R . . . . . .
sqlite3BtreeEnter                            .text       0000000000464458 00000084 00000008 00000004 R . . . . . .
btreeLockCarefully                           .text       00000000004644DC 00000110 0000000C 00000004 R . . . . . .
sqlite3BtreeLeave                            .text       00000000004645EC 00000070 00000008 00000004 R . . . . . .
